id,farmId,parcelIndex,cropType,harvestDate,quantity,unit,qualityGrade
4242,1423,0,"Palay (Rice)","2024-07-19",26.63,"kg","Premium"
4243,1424,0,"Palay (Rice)","2024-08-03",18.44,"kg","Premium"
4244,1424,0,"Palay (Rice)","2022-07-13",18.44,"kg","Premium"
4245,1424,0,"Palay (Rice)","2024-04-03",18.44,"kg","Premium"
4246,1425,0,"Eggplant","2024-05-13",30.17,"kg","Premium"
4247,1425,0,"Eggplant","2023-07-27",30.17,"kg","Premium"
4248,1425,0,"Eggplant","2023-01-23",30.17,"kg","Premium"
4249,1425,0,"Eggplant","2023-10-09",30.17,"kg","Premium"
4250,1426,0,"Pepper","2022-04-22",57.98,"kg","Premium"
4251,1426,0,"Pepper","2023-12-01",57.98,"kg","Premium"
4252,1427,0,"Pepper","2022-12-27",50.33,"kg","Premium"
4253,1427,0,"Pepper","2024-06-26",50.33,"kg","Premium"
4254,1427,0,"Pepper","2022-08-28",50.33,"kg","Premium"
4255,1428,0,"Okra","2024-06-03",5.85,"kg","Premium"
4256,1428,0,"Okra","2022-02-25",5.85,"kg","Premium"
4257,1428,0,"Okra","2022-11-03",5.85,"kg","Premium"
4258,1428,0,"Okra","2023-06-10",5.85,"kg","Premium"
4259,1429,0,"Mango","2022-03-18",9.65,"kg","Premium"
4260,1429,0,"Mango","2022-11-22",9.65,"kg","Premium"
4261,1430,0,"Squash","2023-02-13",24.85,"kg","Premium"
4262,1430,0,"Squash","2022-08-26",24.85,"kg","Premium"
4263,1430,0,"Squash","2022-07-26",24.85,"kg","Premium"
4264,1431,0,"Squash","2022-12-12",10.10,"kg","Premium"
4265,1431,0,"Squash","2024-03-18",10.10,"kg","Premium"
4266,1432,0,"Banana","2023-02-13",3.25,"kg","Premium"
4267,1432,0,"Banana","2024-10-05",3.25,"kg","Premium"
4268,1433,0,"Palay (Rice)","2022-12-03",9.35,"kg","Premium"
4269,1433,0,"Palay (Rice)","2023-09-18",9.35,"kg","Premium"
4270,1433,0,"Palay (Rice)","2024-05-05",9.35,"kg","Premium"
4271,1434,0,"Corn","2022-07-01",19.68,"kg","Premium"
4272,1434,0,"Corn","2024-04-07",19.68,"kg","Premium"
4273,1435,0,"Eggplant","2022-05-28",24.83,"kg","Premium"
4274,1435,0,"Eggplant","2023-07-17",24.83,"kg","Premium"
4275,1436,0,"Okra","2024-07-14",27.92,"kg","Premium"
4276,1436,0,"Okra","2024-02-04",27.92,"kg","Premium"
4277,1436,0,"Okra","2023-06-25",27.92,"kg","Premium"
4278,1436,0,"Okra","2022-02-13",27.92,"kg","Premium"
4279,1437,0,"Sweet Potato","2022-11-12",24.40,"kg","Premium"
4280,1437,0,"Sweet Potato","2023-08-01",24.40,"kg","Premium"
4281,1437,0,"Sweet Potato","2022-02-03",24.40,"kg","Premium"
4282,1438,0,"Squash","2024-10-19",7.56,"kg","Premium"
4283,1438,0,"Squash","2024-11-20",7.56,"kg","Premium"
4284,1438,0,"Squash","2024-06-15",7.56,"kg","Premium"
4285,1438,0,"Squash","2022-08-06",7.56,"kg","Premium"
4286,1439,0,"Tomato","2022-03-06",17.70,"kg","Premium"
4287,1439,0,"Tomato","2024-01-14",17.70,"kg","Premium"
4288,1439,0,"Tomato","2024-11-22",17.70,"kg","Premium"
4289,1439,0,"Tomato","2022-08-20",17.70,"kg","Premium"
4290,1440,0,"Squash","2024-11-04",4.04,"kg","Premium"
4291,1440,0,"Squash","2024-11-07",4.04,"kg","Premium"
4292,1440,0,"Squash","2023-08-08",4.04,"kg","Premium"
4293,1440,0,"Squash","2022-06-01",4.04,"kg","Premium"
4294,1441,0,"Corn","2023-03-09",12.93,"kg","Premium"
4295,1441,0,"Corn","2022-04-08",12.93,"kg","Premium"
4296,1441,0,"Corn","2023-04-25",12.93,"kg","Premium"
4297,1442,0,"Okra","2023-09-06",17.70,"kg","Premium"
4298,1442,0,"Okra","2022-07-28",17.70,"kg","Premium"
4299,1442,0,"Okra","2023-10-25",17.70,"kg","Premium"
4300,1443,0,"Corn","2024-10-19",9.60,"kg","Below Standard"
4301,1443,0,"Corn","2024-09-09",20.87,"kg","Premium"
4302,1444,0,"Palay (Rice)","2022-05-12",3.29,"kg","Premium"
4303,1444,0,"Palay (Rice)","2024-03-03",3.29,"kg","Premium"
4304,1445,0,"Palay (Rice)","2023-02-18",11.29,"kg","Premium"
4305,1445,0,"Palay (Rice)","2024-02-26",11.29,"kg","Premium"
4306,1445,0,"Palay (Rice)","2024-10-08",11.29,"kg","Premium"
4307,1446,0,"Mango","2023-04-19",6.85,"kg","Premium"
4308,1446,0,"Mango","2023-09-10",6.85,"kg","Premium"
4309,1446,0,"Mango","2024-06-25",6.85,"kg","Premium"
4310,1447,0,"Palay (Rice)","2022-10-09",6.92,"kg","Premium"
4311,1447,0,"Palay (Rice)","2023-02-16",6.92,"kg","Premium"
4312,1447,0,"Palay (Rice)","2022-11-04",6.92,"kg","Premium"
4313,1448,0,"Cucumber","2022-06-08",20.94,"kg","Premium"
4314,1448,0,"Cucumber","2022-10-09",20.94,"kg","Premium"
4315,1448,0,"Cucumber","2024-06-23",20.94,"kg","Premium"
4316,1448,0,"Cucumber","2024-05-06",20.94,"kg","Premium"
4317,1449,0,"Mango","2023-08-06",6.95,"kg","Premium"
4318,1449,0,"Mango","2024-10-06",6.95,"kg","Premium"
4319,1450,0,"Palay (Rice)","2022-10-18",7.06,"kg","Premium"
4320,1450,0,"Palay (Rice)","2024-12-16",7.06,"kg","Premium"
4321,1451,0,"Cucumber","2023-06-16",21.13,"kg","Premium"
4322,1451,0,"Cucumber","2024-10-23",21.13,"kg","Premium"
4323,1451,0,"Cucumber","2023-03-20",21.13,"kg","Premium"
4324,1452,0,"Sweet Potato","2024-04-11",18.48,"kg","Premium"
4325,1452,0,"Sweet Potato","2023-01-23",18.48,"kg","Premium"
4326,1452,0,"Sweet Potato","2024-07-27",18.48,"kg","Premium"
4327,1452,0,"Sweet Potato","2023-07-21",18.48,"kg","Premium"
4328,1453,0,"Cassava","2024-04-25",22.65,"kg","Premium"
4329,1453,0,"Cassava","2024-12-22",22.65,"kg","Premium"
4330,1453,0,"Cassava","2022-05-18",22.65,"kg","Premium"
4331,1453,0,"Cassava","2022-07-22",22.65,"kg","Premium"
4332,1454,0,"Eggplant","2023-11-25",14.44,"kg","Premium"
4333,1454,0,"Eggplant","2022-12-26",14.44,"kg","Premium"
4334,1454,0,"Eggplant","2024-05-24",14.44,"kg","Premium"
4335,1454,0,"Eggplant","2023-07-03",14.44,"kg","Premium"
4336,1455,0,"Cucumber","2022-04-10",6.85,"kg","Premium"
4337,1455,0,"Cucumber","2022-11-06",6.85,"kg","Premium"
4338,1455,0,"Cucumber","2023-12-23",6.85,"kg","Premium"
4339,1456,0,"Cucumber","2023-10-28",32.43,"kg","Premium"
4340,1456,0,"Cucumber","2024-08-04",32.43,"kg","Premium"
4341,1457,0,"Cucumber","2022-04-02",9.05,"kg","Premium"
4342,1457,0,"Cucumber","2024-06-05",9.05,"kg","Premium"
4343,1457,0,"Cucumber","2023-01-26",9.05,"kg","Premium"
4344,1458,0,"Tomato","2024-01-09",13.87,"kg","Premium"
4345,1458,0,"Tomato","2022-05-03",13.87,"kg","Premium"
4346,1458,0,"Tomato","2023-02-06",13.87,"kg","Premium"
4347,1458,0,"Tomato","2022-10-25",13.87,"kg","Premium"
4348,1459,0,"Okra","2023-06-13",7.70,"kg","Premium"
4349,1459,0,"Okra","2022-10-10",7.70,"kg","Premium"
4350,1460,0,"Papaya","2024-11-05",7.50,"kg","Premium"
4351,1460,0,"Papaya","2022-11-09",7.50,"kg","Premium"
4352,1461,0,"Cucumber","2024-07-02",5.30,"kg","Premium"
4353,1461,0,"Cucumber","2023-01-28",5.30,"kg","Premium"
4354,1461,0,"Cucumber","2022-12-02",5.30,"kg","Premium"
4355,1462,0,"Corn","2023-03-18",20.96,"kg","Premium"
4356,1462,0,"Corn","2023-07-15",20.96,"kg","Premium"
4357,1462,0,"Corn","2022-06-21",20.96,"kg","Premium"
4358,1462,0,"Corn","2022-12-27",20.96,"kg","Premium"
4359,1463,0,"Palay (Rice)","2023-12-24",9.98,"kg","Premium"
4360,1463,0,"Palay (Rice)","2023-07-28",9.98,"kg","Premium"
4361,1464,0,"Eggplant","2023-08-12",15.13,"kg","Premium"
4362,1464,0,"Eggplant","2023-04-04",15.13,"kg","Premium"
4363,1464,0,"Eggplant","2023-01-05",15.13,"kg","Premium"
4364,1464,0,"Eggplant","2023-01-23",15.13,"kg","Premium"
4365,1465,0,"Cassava","2024-06-11",6.85,"kg","Premium"
4366,1465,0,"Cassava","2022-09-22",6.85,"kg","Premium"
4367,1465,0,"Cassava","2022-09-08",6.85,"kg","Premium"
4368,1466,0,"Palay (Rice)","2024-11-14",8.75,"kg","Premium"
4369,1466,0,"Palay (Rice)","2023-09-25",8.75,"kg","Premium"
4370,1467,0,"Cucumber","2022-02-19",22.40,"kg","Premium"
4371,1467,0,"Cucumber","2024-11-24",22.40,"kg","Premium"
4372,1467,0,"Cucumber","2023-02-04",22.40,"kg","Premium"
4373,1468,0,"Squash","2024-07-06",2.50,"kg","Premium"
4374,1468,0,"Squash","2022-04-12",2.50,"kg","Premium"
4375,1468,0,"Squash","2024-08-21",2.50,"kg","Premium"
4376,1468,0,"Squash","2023-11-06",2.50,"kg","Premium"
4377,1469,0,"Tomato","2024-11-20",19.08,"kg","Premium"
4378,1469,0,"Tomato","2023-05-11",19.08,"kg","Premium"
4379,1470,0,"Eggplant","2023-12-11",6.96,"kg","Premium"
4380,1470,0,"Eggplant","2024-05-17",6.96,"kg","Premium"
4381,1470,0,"Eggplant","2022-06-27",6.96,"kg","Premium"
4382,1470,0,"Eggplant","2023-08-04",6.96,"kg","Premium"
4383,1471,0,"Tomato","2022-05-16",25.24,"kg","Premium"
4384,1471,0,"Tomato","2024-12-28",25.24,"kg","Premium"
4385,1471,0,"Tomato","2022-05-19",25.24,"kg","Premium"
4386,1471,0,"Tomato","2024-02-03",25.24,"kg","Premium"
4387,1472,0,"Tomato","2022-02-07",37.41,"kg","Premium"
4388,1472,0,"Tomato","2022-05-04",37.41,"kg","Premium"
4389,1472,0,"Tomato","2022-09-24",37.41,"kg","Premium"
4390,1473,0,"Eggplant","2023-04-12",49.29,"kg","Premium"
4391,1473,0,"Eggplant","2024-11-19",49.29,"kg","Premium"
4392,1473,0,"Eggplant","2023-08-14",49.29,"kg","Premium"
4393,1474,0,"Squash","2022-01-24",14.50,"kg","Premium"
4394,1474,0,"Squash","2023-07-27",14.50,"kg","Premium"
4395,1474,0,"Squash","2022-01-20",14.50,"kg","Premium"
4396,1474,0,"Squash","2023-09-02",14.50,"kg","Premium"
4397,1475,0,"Corn","2022-03-05",6.58,"kg","Premium"
4398,1475,0,"Corn","2024-08-09",6.58,"kg","Premium"
4399,1475,0,"Corn","2022-02-10",6.58,"kg","Premium"
4400,1475,0,"Corn","2022-02-22",6.58,"kg","Premium"
4401,1476,0,"Banana","2023-01-28",41.43,"kg","Premium"
4402,1476,0,"Banana","2022-10-19",41.43,"kg","Premium"
4403,1476,0,"Banana","2023-04-01",41.43,"kg","Premium"
4404,1477,0,"Palay (Rice)","2024-06-18",17.07,"kg","Premium"
4405,1477,0,"Palay (Rice)","2023-07-01",17.07,"kg","Premium"
4406,1477,0,"Palay (Rice)","2022-11-27",17.07,"kg","Premium"
4407,1478,0,"Pepper","2024-04-09",59.65,"kg","Premium"
4408,1478,0,"Pepper","2022-03-12",59.65,"kg","Premium"
4409,1479,0,"Pepper","2024-07-12",12.24,"kg","Premium"
4410,1479,0,"Pepper","2023-09-21",12.24,"kg","Premium"
4411,1479,0,"Pepper","2022-07-15",12.24,"kg","Premium"
4412,1480,0,"Tomato","2024-01-07",10.08,"kg","Premium"
4413,1480,0,"Tomato","2022-02-16",10.08,"kg","Premium"
4414,1481,0,"Corn","2024-12-26",22.84,"kg","Premium"
4415,1481,0,"Corn","2023-06-27",22.84,"kg","Premium"
4416,1481,0,"Corn","2022-12-20",22.84,"kg","Premium"
4417,1482,0,"Squash","2022-10-06",20.35,"kg","Premium"
4418,1482,0,"Squash","2023-12-03",20.35,"kg","Premium"
4419,1482,0,"Squash","2022-01-05",20.35,"kg","Premium"
4420,1482,0,"Squash","2022-11-06",20.35,"kg","Premium"
4421,1483,0,"Tomato","2023-12-17",49.16,"kg","Premium"
4422,1483,0,"Tomato","2022-05-20",49.16,"kg","Premium"
4423,1483,0,"Tomato","2022-04-20",49.16,"kg","Premium"
4424,1484,0,"Pepper","2024-08-05",15.96,"kg","Premium"
4425,1484,0,"Pepper","2024-12-02",15.96,"kg","Premium"
4426,1484,0,"Pepper","2023-10-28",15.96,"kg","Premium"
4427,1485,0,"Papaya","2022-08-09",14.77,"kg","Premium"
4428,1485,0,"Papaya","2023-05-26",14.77,"kg","Premium"
4429,1485,0,"Papaya","2022-02-22",14.77,"kg","Premium"
4430,1486,0,"Palay (Rice)","2024-07-28",6.05,"kg","Premium"
4431,1486,0,"Palay (Rice)","2023-03-01",6.05,"kg","Premium"
4432,1486,0,"Palay (Rice)","2022-06-17",6.05,"kg","Premium"
4433,1487,0,"Corn","2023-05-11",9.19,"kg","Premium"
4434,1487,0,"Corn","2022-08-13",9.19,"kg","Premium"
4435,1487,0,"Corn","2023-04-11",9.19,"kg","Premium"
4436,1487,0,"Corn","2022-06-09",9.19,"kg","Premium"
4437,1488,0,"Squash","2024-06-07",24.70,"kg","Premium"
4438,1488,0,"Squash","2023-05-02",24.70,"kg","Premium"
4439,1488,0,"Squash","2023-02-28",24.70,"kg","Premium"
4440,1489,0,"Cucumber","2023-05-18",2.82,"kg","Premium"
4441,1489,0,"Cucumber","2022-12-04",2.82,"kg","Premium"
4442,1489,0,"Cucumber","2024-11-05",2.82,"kg","Premium"
4443,1490,0,"Papaya","2024-02-26",4.55,"kg","Premium"
4444,1490,0,"Papaya","2023-07-11",4.55,"kg","Premium"
4445,1490,0,"Papaya","2022-05-01",4.55,"kg","Premium"
4446,1490,0,"Papaya","2023-03-18",4.55,"kg","Premium"
4447,1491,0,"Papaya","2023-02-11",6.15,"kg","Premium"
4448,1491,0,"Papaya","2022-02-02",6.15,"kg","Premium"
4449,1491,0,"Papaya","2023-01-10",6.15,"kg","Premium"
4450,1492,0,"Pepper","2023-07-12",29.36,"kg","Premium"
4451,1492,0,"Pepper","2023-03-01",29.36,"kg","Premium"
4452,1492,0,"Pepper","2023-07-11",29.36,"kg","Premium"
4453,1492,0,"Pepper","2023-09-25",29.36,"kg","Premium"
4454,1493,0,"Palay (Rice)","2023-09-05",20.24,"kg","Premium"
4455,1493,0,"Palay (Rice)","2024-10-14",20.24,"kg","Premium"
4456,1494,0,"Mango","2023-03-17",22.35,"kg","Premium"
4457,1494,0,"Mango","2024-08-23",22.35,"kg","Premium"
4458,1495,0,"Sweet Potato","2024-10-13",10.25,"kg","Premium"
4459,1495,0,"Sweet Potato","2022-08-02",10.25,"kg","Premium"
4460,1495,0,"Sweet Potato","2024-05-16",10.25,"kg","Premium"
4461,1496,0,"Squash","2023-07-21",12.01,"kg","Premium"
4462,1496,0,"Squash","2023-12-10",12.01,"kg","Premium"
4463,1497,0,"Corn","2024-11-23",12.56,"kg","Premium"
4464,1497,0,"Corn","2022-02-01",12.56,"kg","Premium"
4465,1498,0,"Tomato","2022-06-24",17.36,"kg","Premium"
4466,1498,0,"Tomato","2023-12-21",17.36,"kg","Premium"
4467,1498,0,"Tomato","2022-03-11",17.36,"kg","Premium"
4468,1498,0,"Tomato","2022-01-11",17.36,"kg","Premium"
4469,1499,0,"Mango","2022-08-27",46.99,"kg","Premium"
4470,1499,0,"Mango","2023-08-14",46.99,"kg","Premium"
4471,1499,0,"Mango","2024-08-04",46.99,"kg","Premium"
4472,1500,0,"Sweet Potato","2022-08-21",18.30,"kg","Premium"
4473,1500,0,"Sweet Potato","2023-04-18",18.30,"kg","Premium"
4474,1500,0,"Sweet Potato","2022-10-26",18.30,"kg","Premium"
4475,1501,0,"Mango","2024-12-02",2.80,"kg","Premium"
4476,1501,0,"Mango","2022-05-14",2.80,"kg","Premium"
4477,1502,0,"Tomato","2022-04-18",25.70,"kg","Premium"
4478,1502,0,"Tomato","2022-05-26",25.70,"kg","Premium"
4479,1502,0,"Tomato","2022-11-20",25.70,"kg","Premium"
4480,1502,0,"Tomato","2024-06-19",25.70,"kg","Premium"
4481,1503,0,"Banana","2024-12-10",20.10,"kg","Premium"
4482,1503,0,"Banana","2023-12-20",20.10,"kg","Premium"
4483,1503,0,"Banana","2023-11-28",20.10,"kg","Premium"
4484,1504,0,"Eggplant","2022-05-04",23.54,"kg","Premium"
4485,1504,0,"Eggplant","2022-05-21",23.54,"kg","Premium"
4486,1504,0,"Eggplant","2022-02-16",23.54,"kg","Premium"
4487,1504,0,"Eggplant","2023-10-03",23.54,"kg","Premium"
4488,1505,0,"Mango","2023-01-23",16.25,"kg","Premium"
4489,1505,0,"Mango","2022-10-11",16.25,"kg","Premium"
4490,1505,0,"Mango","2022-11-04",16.25,"kg","Premium"
4491,1506,0,"Palay (Rice)","2024-05-05",9.79,"kg","Premium"
4492,1506,0,"Palay (Rice)","2024-07-09",9.79,"kg","Premium"
4493,1507,0,"Banana","2023-04-01",10.25,"kg","Premium"
4494,1507,0,"Banana","2022-02-10",10.25,"kg","Premium"
4495,1507,0,"Banana","2024-03-21",10.25,"kg","Premium"
4496,1508,0,"Cassava","2023-07-20",17.40,"kg","Premium"
4497,1508,0,"Cassava","2022-08-25",17.40,"kg","Premium"
4498,1509,0,"Squash","2024-12-07",23.60,"kg","Premium"
4499,1509,0,"Squash","2022-07-02",23.60,"kg","Premium"
4500,1509,0,"Squash","2023-10-17",23.60,"kg","Premium"
4501,1509,0,"Squash","2023-09-24",23.60,"kg","Premium"
4502,1510,0,"Banana","2022-06-17",7.60,"kg","Premium"
4503,1510,0,"Banana","2022-07-25",7.60,"kg","Premium"
4504,1510,0,"Banana","2022-07-22",7.60,"kg","Premium"
4505,1511,0,"Mango","2023-08-04",3.50,"kg","Premium"
4506,1511,0,"Mango","2022-05-14",3.50,"kg","Premium"
4507,1511,0,"Mango","2022-02-16",3.50,"kg","Premium"
4508,1511,0,"Mango","2023-02-14",3.50,"kg","Premium"
4509,1512,0,"Eggplant","2024-03-01",21.80,"kg","Premium"
4510,1512,0,"Eggplant","2022-07-06",21.80,"kg","Premium"
4511,1512,0,"Eggplant","2022-12-08",21.80,"kg","Premium"
4512,1513,0,"Banana","2022-12-07",14.85,"kg","Premium"
4513,1513,0,"Banana","2024-03-08",14.85,"kg","Premium"
4514,1514,0,"Cucumber","2022-06-26",10.90,"kg","Premium"
4515,1514,0,"Cucumber","2024-12-13",10.90,"kg","Premium"
4516,1514,0,"Cucumber","2022-05-24",10.90,"kg","Premium"
4517,1515,0,"Squash","2022-08-18",9.82,"kg","Premium"
4518,1515,0,"Squash","2024-01-11",9.82,"kg","Premium"
4519,1515,0,"Squash","2024-07-18",9.82,"kg","Premium"
4520,1515,0,"Squash","2024-12-16",9.82,"kg","Premium"
4521,1516,0,"Palay (Rice)","2023-12-16",22.36,"kg","Premium"
4522,1516,0,"Palay (Rice)","2024-11-22",22.36,"kg","Premium"
4523,1517,0,"Tomato","2024-01-12",9.57,"kg","Premium"
4524,1517,0,"Tomato","2022-04-04",9.57,"kg","Premium"
4525,1517,0,"Tomato","2023-05-01",9.57,"kg","Premium"
4526,1518,0,"Cucumber","2022-09-01",15.96,"kg","Premium"
4527,1518,0,"Cucumber","2022-12-16",15.96,"kg","Premium"
4528,1518,0,"Cucumber","2023-05-17",15.96,"kg","Premium"
4529,1519,0,"Eggplant","2023-02-08",19.01,"kg","Premium"
4530,1519,0,"Eggplant","2024-01-17",19.01,"kg","Premium"
4531,1519,0,"Eggplant","2023-08-21",19.01,"kg","Premium"
4532,1520,0,"Mango","2024-05-13",24.07,"kg","Premium"
4533,1520,0,"Mango","2023-06-21",24.07,"kg","Premium"
4534,1520,0,"Mango","2022-02-05",24.07,"kg","Premium"
4535,1521,0,"Okra","2022-05-08",15.20,"kg","Premium"
4536,1521,0,"Okra","2023-02-12",15.20,"kg","Premium"
4537,1522,0,"Papaya","2022-10-05",23.00,"kg","Premium"
4538,1522,0,"Papaya","2022-01-25",23.00,"kg","Premium"
4539,1522,0,"Papaya","2023-01-27",23.00,"kg","Premium"
4540,1523,0,"Papaya","2023-01-14",52.88,"kg","Premium"
4541,1523,0,"Papaya","2024-10-18",52.88,"kg","Premium"
4542,1524,0,"Papaya","2022-01-21",22.00,"kg","Premium"
4543,1524,0,"Papaya","2024-09-16",22.00,"kg","Premium"
4544,1524,0,"Papaya","2022-05-16",22.00,"kg","Premium"
4545,1525,0,"Mango","2022-06-12",7.65,"kg","Premium"
4546,1525,0,"Mango","2024-11-06",4.90,"kg","Below Standard"
4547,1526,0,"Sweet Potato","2023-10-05",17.75,"kg","Premium"
4548,1526,0,"Sweet Potato","2022-07-15",17.75,"kg","Premium"
4549,1527,0,"Sweet Potato","2024-01-01",8.30,"kg","Premium"
4550,1527,0,"Sweet Potato","2022-04-23",8.30,"kg","Premium"
4551,1527,0,"Sweet Potato","2024-10-19",2.66,"kg","Below Standard"
4552,1528,0,"Squash","2023-12-20",7.95,"kg","Premium"
4553,1528,0,"Squash","2023-03-02",7.95,"kg","Premium"
4554,1528,0,"Squash","2024-06-13",7.95,"kg","Premium"
4555,1528,0,"Squash","2024-07-16",7.95,"kg","Premium"
4556,1529,0,"Palay (Rice)","2022-09-19",3.86,"kg","Premium"
4557,1529,0,"Palay (Rice)","2024-07-20",3.86,"kg","Premium"
4558,1529,0,"Palay (Rice)","2024-10-15",3.86,"kg","Premium"
4559,1530,0,"Mango","2022-12-13",17.60,"kg","Premium"
4560,1530,0,"Mango","2022-12-25",17.60,"kg","Premium"
4561,1530,0,"Mango","2023-01-05",17.60,"kg","Premium"
4562,1530,0,"Mango","2024-02-06",17.60,"kg","Premium"
4563,1531,0,"Palay (Rice)","2022-11-16",19.81,"kg","Premium"
4564,1531,0,"Palay (Rice)","2022-10-14",19.81,"kg","Premium"
4565,1532,0,"Sweet Potato","2023-12-21",10.85,"kg","Premium"
4566,1532,0,"Sweet Potato","2023-07-18",10.85,"kg","Premium"
4567,1532,0,"Sweet Potato","2022-06-07",10.85,"kg","Premium"
4568,1532,0,"Sweet Potato","2022-12-11",10.85,"kg","Premium"
4569,1533,0,"Eggplant","2023-06-08",18.53,"kg","Premium"
4570,1533,0,"Eggplant","2023-12-13",18.53,"kg","Premium"
4571,1533,0,"Eggplant","2022-04-13",18.53,"kg","Premium"
4572,1533,0,"Eggplant","2023-02-24",18.53,"kg","Premium"
4573,1534,0,"Palay (Rice)","2022-06-06",20.42,"kg","Premium"
4574,1534,0,"Palay (Rice)","2022-01-22",20.42,"kg","Premium"
4575,1534,0,"Palay (Rice)","2024-06-18",20.42,"kg","Premium"
4576,1534,0,"Palay (Rice)","2024-12-07",20.42,"kg","Premium"
4577,1535,0,"Banana","2024-05-20",5.78,"kg","Premium"
4578,1535,0,"Banana","2022-08-16",5.78,"kg","Premium"
4579,1535,0,"Banana","2022-11-24",5.78,"kg","Premium"
4580,1535,0,"Banana","2024-02-24",5.78,"kg","Premium"
4581,1536,0,"Okra","2022-07-14",13.30,"kg","Premium"
4582,1536,0,"Okra","2024-06-12",13.30,"kg","Premium"
4583,1537,0,"Tomato","2024-07-21",60.25,"kg","Premium"
4584,1537,0,"Tomato","2022-08-28",60.25,"kg","Premium"
4585,1538,0,"Palay (Rice)","2024-10-10",15.37,"kg","Premium"
4586,1538,0,"Palay (Rice)","2023-05-11",15.37,"kg","Premium"
4587,1539,0,"Squash","2022-02-20",4.43,"kg","Premium"
4588,1539,0,"Squash","2024-05-04",4.43,"kg","Premium"
4589,1539,0,"Squash","2024-12-11",4.43,"kg","Premium"
4590,1540,0,"Palay (Rice)","2024-02-26",4.91,"kg","Premium"
4591,1540,0,"Palay (Rice)","2024-06-04",4.91,"kg","Premium"
4592,1540,0,"Palay (Rice)","2024-11-24",4.91,"kg","Premium"
4593,1541,0,"Cucumber","2023-02-26",42.62,"kg","Premium"
4594,1541,0,"Cucumber","2022-03-13",42.62,"kg","Premium"
4595,1541,0,"Cucumber","2022-07-23",42.62,"kg","Premium"
4596,1542,0,"Cucumber","2022-04-28",6.80,"kg","Premium"
4597,1542,0,"Cucumber","2022-06-01",6.80,"kg","Premium"
4598,1543,0,"Cucumber","2023-03-08",15.15,"kg","Premium"
4599,1543,0,"Cucumber","2022-01-09",15.15,"kg","Premium"
4600,1543,0,"Cucumber","2022-12-12",15.15,"kg","Premium"
4601,1544,0,"Corn","2024-04-21",7.39,"kg","Premium"
4602,1544,0,"Corn","2024-06-09",7.39,"kg","Premium"
4603,1545,0,"Corn","2022-06-22",16.54,"kg","Premium"
4604,1545,0,"Corn","2024-11-27",16.54,"kg","Premium"
4605,1546,0,"Squash","2023-05-08",7.45,"kg","Premium"
4606,1546,0,"Squash","2023-11-14",7.45,"kg","Premium"
4607,1547,0,"Palay (Rice)","2023-03-26",18.42,"kg","Premium"
4608,1547,0,"Palay (Rice)","2022-08-27",18.42,"kg","Premium"
4609,1547,0,"Palay (Rice)","2024-08-02",18.42,"kg","Premium"
4610,1547,0,"Palay (Rice)","2022-06-22",18.42,"kg","Premium"
4611,1548,0,"Palay (Rice)","2023-07-18",5.65,"kg","Premium"
4612,1548,0,"Palay (Rice)","2024-02-20",5.65,"kg","Premium"
4613,1549,0,"Eggplant","2023-03-21",52.05,"kg","Premium"
4614,1549,0,"Eggplant","2023-06-02",52.05,"kg","Premium"
4615,1550,0,"Cassava","2022-12-20",56.25,"kg","Premium"
4616,1550,0,"Cassava","2024-02-15",56.25,"kg","Premium"
4617,1551,0,"Cassava","2023-06-10",21.30,"kg","Premium"
4618,1551,0,"Cassava","2024-10-10",21.30,"kg","Premium"
4619,1551,0,"Cassava","2023-04-25",21.30,"kg","Premium"
4620,1552,0,"Palay (Rice)","2022-02-15",4.64,"kg","Premium"
4621,1552,0,"Palay (Rice)","2024-01-17",4.64,"kg","Premium"
4622,1552,0,"Palay (Rice)","2022-09-19",4.64,"kg","Premium"
4623,1553,0,"Banana","2024-07-16",24.35,"kg","Premium"
4624,1553,0,"Banana","2024-09-07",24.35,"kg","Premium"
4625,1553,0,"Banana","2022-11-04",24.35,"kg","Premium"
4626,1553,0,"Banana","2024-12-03",24.35,"kg","Premium"
4627,1554,0,"Corn","2022-03-13",15.11,"kg","Premium"
4628,1554,0,"Corn","2024-04-14",15.11,"kg","Premium"
4629,1555,0,"Cassava","2023-03-05",22.85,"kg","Premium"
4630,1555,0,"Cassava","2024-10-27",22.85,"kg","Premium"
4631,1555,0,"Cassava","2022-04-16",22.85,"kg","Premium"
4632,1555,0,"Cassava","2024-03-27",22.85,"kg","Premium"
4633,1556,0,"Pepper","2022-06-12",31.98,"kg","Premium"
4634,1556,0,"Pepper","2022-03-24",31.98,"kg","Premium"
4635,1556,0,"Pepper","2023-08-04",31.98,"kg","Premium"
4636,1557,0,"Pepper","2023-08-23",55.11,"kg","Premium"
4637,1557,0,"Pepper","2024-07-10",55.11,"kg","Premium"
4638,1557,0,"Pepper","2023-09-21",55.11,"kg","Premium"
4639,1557,0,"Pepper","2024-04-01",55.11,"kg","Premium"
4640,1558,0,"Palay (Rice)","2022-09-15",4.15,"kg","Premium"
4641,1558,0,"Palay (Rice)","2024-10-24",4.15,"kg","Premium"
4642,1559,0,"Cassava","2024-09-17",31.07,"kg","Premium"
4643,1559,0,"Cassava","2023-07-02",31.07,"kg","Premium"
4644,1560,0,"Okra","2023-05-12",6.05,"kg","Premium"
